Middle Earth --> f --> Hobbit,"Adaldrida, Adamanta, Adroit, Alfrida, Amaranth, Amethyst, Angelica, Artful, Asphodel, Autumn, Baggins, Banks, Bear, Belba, Bell, Belladonna, Berylla, Bison, Blaze, Blue, Boffin, Bold, Bolger, Bracegirdle, Brandybuck, Brave, Brilliant, Brockhouse, Brook, Brown, Brownlock, Bunce, Burrows, Camellia, Cedar, Celandine, Charismatic, Chica, Chubb, Chubb-Baggins, Clayhanger, Compassionate, Conqueror, Conscientious, Cora, Cotton, Courageous, Cruel, Daisy, Dancing, Daring, Dauntless, Defiant, Dew, Diamond, Diggle, Dina, Distinguished, Doe, Donnamira, Dora, Dove, Dream, Druda, Eagle, Echo, Eglantine, Elanor, Eloquent, Empirical, Empowered, Enigmatic, Enlightened, Esmeralda, Estella, Exalted, Fair, Fairbairn, Falcon, Falling, Falls, Fearless, Feather, Feathered, Fire, Firiel, Flame, Formidable, Fox, Gallant, Gamgee, Gardner, Gentle, Gerda, Gilly, Glow, Golden, Goldilocks, Goldworthy, Goodbody, Goodchild, Goodenough, Goold, Graceful, Great, Grubb, Hanna, Harbor, Harmonious, Hawk, Headstrong, Heart, Heroic, Hilda, Hildigard, Honorable, Horizon, Hornblower, Imposing, Indomitable, Ingenious, Ivy, Jessamine, Jubilant, Just, Kind, Lalia, Lark, Laughing, Laura, Lavender, Leaves, Legendary, Lightfoot, Lily, Linda, Lionheart, Little, Lobelia, Magnanimous, Malva, Marigold, May, Melilot, Menegilda, Mentha, Mighty, Mimosa, Mirabella, Mist, Moon, Moonlight, Morning, Mountain, Mustang, Myrtle, Night, Nina, Nora, Oak, Otter, Owl, Pansy, Passionate, Peaceful, Peony, Perceptive, Pervinca, Pimpernel, Pine, Pious, Poetic, Poppy, Precious, Primrose, Primula, Prisca, Quiet, Rain, Regal, Resolute, Resplendent, Revered, River, Rock, Rosa, Rosamunda, Rose, Rosie, Rowan, Ruby, Running, Sackville, Sackville-Baggins, Saint, Salvia, Sapphira, Serene, Serenity, Shadow, Shining, Silent, Singing, Sky, Smiling, Soaring, Song, Sovereign, Spirit, Spirited, Star, Starry, Steadfast, Stoic, Storm, Strong, Sublime, Sun, Swift, Tanta, Tenacious, Terrible, The, Thunder, Thundering, Took, Tranquil, Transcendent, Tree, Unyielding, Valiant, Valley, Victorious, Wandering, Waters, Whisper, Whispering, Wild, Wind, Wise, Wolf"
Middle Earth --> f --> Hobbit --> Adaldrida,"Adaldrida, Bolger, Serene, Valley"
Middle Earth --> f --> Hobbit --> Adamanta,"Adamanta, Chubb"
Middle Earth --> f --> Hobbit --> Alfrida,"Alfrida, Conscientious, Fox, Smiling"
Middle Earth --> f --> Hobbit --> Amaranth,"Amaranth, Brandybuck, Quiet, Storm"
Middle Earth --> f --> Hobbit --> Amethyst,"Amethyst, Brave, Eagle, Hornblower, Owl, Poetic, Sublime, Whispering, Wise"
Middle Earth --> f --> Hobbit --> Angelica,"Angelica, Baggins, Bear, Falling, Little, Rain, Transcendent, Victorious"
Middle Earth --> f --> Hobbit --> Asphodel,"Asphodel, Brandybuck, Enigmatic, Hawk, Sky, Soaring, Thundering"
Middle Earth --> f --> Hobbit --> Belba,"Baggins, Belba, Charismatic, Jubilant, Laughing, Pine, Sun, Whispering"
Middle Earth --> f --> Hobbit --> Bell,"Bear, Bell, Conscientious, Dauntless, Goodchild, Passionate, Running, Smiling, The, Wolf"
Middle Earth --> f --> Hobbit --> Belladonna,"Belladonna, Enlightened, The, Took"
Middle Earth --> f --> Hobbit --> Berylla,"Berylla, Boffin, Fox, Little, Otter, Smiling"
Middle Earth --> f --> Hobbit --> Camellia,"Camellia, Fair, Lark, Laughing, Sackville, Singing, The, Victorious, Waters"
Middle Earth --> f --> Hobbit --> Celandine,"Brandybuck, Celandine, Harmonious, Oak, Regal, Resolute, Steadfast, Strong, Tenacious"
Middle Earth --> f --> Hobbit --> Chica,"Adroit, Chica, Chubb, Gentle, Golden, Horizon, Mist, Morning, Spirit"
Middle Earth --> f --> Hobbit --> Cora,"Cora, Goodbody, Harmonious"
Middle Earth --> f --> Hobbit --> Daisy,"Autumn, Baggins, Courageous, Daisy, Doe, Eagle, Feather, Flame, Gardner, Graceful, Tenacious, The"
Middle Earth --> f --> Hobbit --> Diamond,"Diamond, Eagle, Golden"
Middle Earth --> f --> Hobbit --> Dina,"Diggle, Dina, Spirited"
Middle Earth --> f --> Hobbit --> Donnamira,"Donnamira, Moon, Running, Silent, Took, Wolf"
Middle Earth --> f --> Hobbit --> Dora,"Baggins, Dora, Eloquent, Formidable, Quiet, Storm, The"
Middle Earth --> f --> Hobbit --> Druda,"Burrows, Cedar, Druda, Enigmatic, Glow, Morning, The, Tree, Valiant"
Middle Earth --> f --> Hobbit --> Eglantine,"Banks, Brave, Brook, Eglantine, Little, Otter, Rock, Running, Strong, The"
Middle Earth --> f --> Hobbit --> Elanor,"Distinguished, Elanor, Feather, Gardner, Legendary, Stoic, Swift"
Middle Earth --> f --> Hobbit --> Esmeralda,"Brandybuck, Esmeralda, Fair, Swift, The, Wind"
Middle Earth --> f --> Hobbit --> Estella,"Bolger, Estella, Fearless, Precious, Quiet, River, Singing, The, Waters"
Middle Earth --> f --> Hobbit --> Fíriel,"Fairbairn, Firiel, Pious, The"
Middle Earth --> f --> Hobbit --> Gerda,"Boffin, Brave, Charismatic, Exalted, Falls, Gerda, Indomitable, Pine, Steadfast, Thundering, Whispering"
Middle Earth --> f --> Hobbit --> Gilly,"Brownlock, Gilly, Shining, Star, Wise"
Middle Earth --> f --> Hobbit --> Goldilocks,"Autumn, Distinguished, Gardner, Goldilocks, Leaves, Oak, Spirit, Strong, Wandering"
Middle Earth --> f --> Hobbit --> Hanna,"Goldworthy, Hanna, Sovereign, The"
Middle Earth --> f --> Hobbit --> Hilda,"Bracegirdle, Enlightened, Hilda, Sublime, The"
Middle Earth --> f --> Hobbit --> Hildigard,"Blaze, Gentle, Hildigard, Spirit, Swift, Took"
Middle Earth --> f --> Hobbit --> Ivy,"Charismatic, Daring, Dream, Echo, Falling, Goodenough, Harmonious, Ivy, Mountain, The"
Middle Earth --> f --> Hobbit --> Jessamine,"Boffin, Brilliant, Jessamine, Mustang, Wild"
Middle Earth --> f --> Hobbit --> Lalia,"Clayhanger, Courageous, Defiant, Lalia, Perceptive, Unyielding"
Middle Earth --> f --> Hobbit --> Laura,"Artful, Cedar, Eloquent, Fox, Grubb, Laura, Pious, Smiling, Sovereign, The, Tree"
Middle Earth --> f --> Hobbit --> Lavender,"Grubb, Lavender"
Middle Earth --> f --> Hobbit --> Lily,"Artful, Baggins, Blaze, Bold, Brown, Eloquent, Empirical, Indomitable, Just, Lily, Mist, Morning, Swift, The, Tranquil, Transcendent"
Middle Earth --> f --> Hobbit --> Linda,"Artful, Baggins, Conscientious, Fair, Linda, Resplendent, The"
Middle Earth --> f --> Hobbit --> Lobelia,"Lobelia, Poetic, Sackville-Baggins"
Middle Earth --> f --> Hobbit --> Malva,"Feathered, Fox, Headstrong, Malva, Quiet, Song, Wandering, Wolf"
Middle Earth --> f --> Hobbit --> Marigold,"Blue, Gamgee, Marigold, Sky"
Middle Earth --> f --> Hobbit --> May,"Gamgee, May, Moonlight, Shadow, Strong, Valiant"
Middle Earth --> f --> Hobbit --> Melilot,"Bison, Brandybuck, Brave, Melilot"
Middle Earth --> f --> Hobbit --> Menegilda,"Goold, Menegilda, Saint, Stoic"
Middle Earth --> f --> Hobbit --> Mentha,"Brandybuck, Courageous, Imposing, Ingenious, Mentha"
Middle Earth --> f --> Hobbit --> Mimosa,"Bunce, Falcon, Feather, Gallant, Little, Mighty, Mimosa, Swift, Terrible, The"
Middle Earth --> f --> Hobbit --> Mirabella,"Conqueror, Mirabella, Night, Revered, Starry, The, Took"
Middle Earth --> f --> Hobbit --> Myrtle,"Brave, Burrows, Heart, Myrtle, Poetic, Strong"
Middle Earth --> f --> Hobbit --> Nina,"Conqueror, Dauntless, Lightfoot, Nina, Owl, Pious, The, Whispering"
Middle Earth --> f --> Hobbit --> Nora,"Bolger, Harbor, Nora, Peaceful, Sovereign, The"
Middle Earth --> f --> Hobbit --> Pansy,"Baggins, Echo, Harmonious, Mountain, Pansy, The"
Middle Earth --> f --> Hobbit --> Peony,"Baggins, Dancing, Peony, Serene, Star, Whisper"
Middle Earth --> f --> Hobbit --> Pervinca,"Heroic, Pervinca, The, Took"
Middle Earth --> f --> Hobbit --> Pimpernel,"Pimpernel, Took"
Middle Earth --> f --> Hobbit --> Poppy,"Brilliant, Chubb-Baggins, Doe, Empirical, Graceful, Poppy"
Middle Earth --> f --> Hobbit --> Primrose,"Boffin, Empowered, Gardner, Laughing, Mighty, Peaceful, Primrose, River, Singing, Terrible, The, Thunder, Waters"
Middle Earth --> f --> Hobbit --> Primula,"Artful, Blaze, Brandybuck, Kind, Primula, Quiet, Serenity, Swift, Tranquil"
Middle Earth --> f --> Hobbit --> Prisca,"Baggins, Fearless, Great, Passionate, Prisca, The, Tranquil"
Middle Earth --> f --> Hobbit --> Rosa,"Baggins, Perceptive, Rosa, Spirited"
Middle Earth --> f --> Hobbit --> Rosamunda,"Brave, Eagle, Heroic, Perceptive, Poetic, Resplendent, Rosamunda, Stoic, The, Took"
Middle Earth --> f --> Hobbit --> Rose,"Brilliant, Conscientious, Enigmatic, Enlightened, Gardner, Laughing, Lionheart, Rose, Spirit, The, Wandering, Waters"
Middle Earth --> f --> Hobbit --> Rosie,"Cotton, Gallant, Rosie"
Middle Earth --> f --> Hobbit --> Rowan,"Dancing, Dew, Fire, Magnanimous, Morning, Rowan"
Middle Earth --> f --> Hobbit --> Ruby,"Bolger, Dove, Exalted, Formidable, Gardner, Great, Honorable, Quiet, Ruby, The"
Middle Earth --> f --> Hobbit --> Salvia,"Brandybuck, Conqueror, Empowered, Salvia, Stoic, The"
Middle Earth --> f --> Hobbit --> Sapphira,"Artful, Brockhouse, Sapphira"
Middle Earth --> f --> Hobbit --> Tanta,"Brave, Compassionate, Cruel, Dancing, Echo, Fire, Flame, Hornblower, Mountain, Resolute, Tanta"
Middle Earth --> f --> Maia,"Arien, Artful, Bear, Benevolent, Harbor, Hawk, Ilmare, Ingenious, Intrepid, Meadow, Melian, Moonlight, Peaceful, Pine, Rising, River, Running, Serene, Shadow, Singing, Skilled, Sun, Sunlit, Swift, The, Thunderbird, Uinen, Valiant, Visionary, Whispering, Wolf"
Middle Earth --> f --> Maia --> Arien,"Arien, Meadow, Rising, Skilled, Sun, Sunlit, The, Valiant"
Middle Earth --> f --> Maia --> Ilmarë,"Benevolent, Hawk, Ilmare, Singing, Visionary"
Middle Earth --> f --> Maia --> Melian,"Artful, Bear, Benevolent, Harbor, Intrepid, Melian, Peaceful, Pine, Running, Serene, Whispering, Wolf"
Middle Earth --> f --> Maia --> Uinen,"Ingenious, Moonlight, River, Shadow, Swift, Thunderbird, Uinen"
Middle Earth --> f --> Man,"Adanel, Aerin, Ailinel, Almarian, Almiel, Andreth, Arrow, Audacious, Autumn, Beldis, Benevolent, Bereth, Beril, Beruthiel, Blaze, Bold, Breeze, Brilliant, Brook, Cedar, Charismatic, Chivalrous, Compassionate, Conqueror, Conscientious, Courageous, Current, Dancing, Daring, Dauntless, Deer, Defiant, Discerning, Dove, Dreamer, Eagle, Echo, Eilinel, Elfhild, Eloquent, Emeldir, Empowered, Eowyn, Erendis, Fair, Falling, Feather, Feathered, Finduilas, Flame, Formidable, Fox, Gallant, Gentle, Gilraen, Gloredhel, Gracious, Great, Haleth, Harbor, Harmonious, Hawk, Heroic, Hiril, Honorable, Hundar, Imposing, Indomitable, Ingenious, Intrepid, Inzilbeth, Irilde, Isilme, Ivorwen, Just, Lark, Laughing, Leaves, Legendary, Lindisse, Lindorie, Lionheart, Little, Lothiriel, Luminous, Magnanimous, Mairen, Majestic, Mesa, Moon, Morwen, Mountain, Nessanie, Nienor, Night, Noble, Nuneth, Ornate, Otter, Owl, Passionate, Peaceful, Pine, Poetic, Quiet, Radiant, Rainbow, Regal, Resilient, Resplendent, Revered, Rian, Rising, River, Rock, Running, Sacred, Sagacious, Silent, Silmarien, Singing, Sky, Snow, Soaring, Sovereign, Spirit, Starry, Steelsheen, Strong, Sublime, Sun, Sunflower, Swift, Tar-Ancalime, Tar-Miriel, Tar-Telperien, Tar-Vanimelde, Terrible, The, Thunder, Thunderbird, Thundering, Tindomiel, Tranquil, Tree, Unyielding, Valiant, Vardilme, Victorious, Vidumavi, Visionary, Wandering, Whispering, Wind, Wise, Wolf, Yavien, Zamin, Zealous, Zimrahin"
Middle Earth --> f --> Man --> Adanel,"Adanel, Courageous, Dauntless, Discerning, Fair, Harmonious, Honorable, Laughing, Sun, The"
Middle Earth --> f --> Man --> Aerin,"Aerin, Feathered, Lark, Singing, Sky, Sunflower, Wandering, Wolf"
Middle Earth --> f --> Man --> Ailinel,"Ailinel, Falling, Leaves, Visionary"
Middle Earth --> f --> Man --> Almarian,"Almarian, Current, Harbor, Peaceful, Swift, Victorious, Visionary"
Middle Earth --> f --> Man --> Almiel,"Almiel, Blaze, Breeze, Charismatic, Gentle, Majestic, Sublime, Swift, The"
Middle Earth --> f --> Man --> Andreth,"Andreth, Moon, Silent, Sublime, The, Valiant"
Middle Earth --> f --> Man --> Beldis,"Beldis, Fair, Imposing, Regal, Rising, Sun, The"
Middle Earth --> f --> Man --> Bereth,"Bereth, Charismatic, Eloquent, The"
Middle Earth --> f --> Man --> Beril,"Beril, Sublime"
Middle Earth --> f --> Man --> Berúthiel,"Beruthiel, Falling, Gallant, Gentle, Rock, Snow, Strong, The"
Middle Earth --> f --> Man --> Eilinel,"Arrow, Courageous, Eilinel, Swift, Whispering, Wind"
Middle Earth --> f --> Man --> Elfhild,"Elfhild, Resilient"
Middle Earth --> f --> Man --> Emeldir,"Current, Dancing, Emeldir, Intrepid, Majestic, Mesa, Rainbow, Sacred, Swift"
Middle Earth --> f --> Man --> Erendis,"Brook, Erendis, Little, Otter, Owl, Running, Sovereign, The, Whispering"
Middle Earth --> f --> Man --> Finduilas,"Bold, Brilliant, Conqueror, Finduilas, Fox, Peaceful, Quiet, River, The"
Middle Earth --> f --> Man --> Gilraen,"Cedar, Gilraen, Harbor, Magnanimous, Peaceful, Revered, Tree"
Middle Earth --> f --> Man --> Glóredhel,"Gloredhel, Tranquil, Whispering, Wind"
Middle Earth --> f --> Man --> Haleth,"Brilliant, Haleth, Ingenious, Radiant, Resplendent, The"
Middle Earth --> f --> Man --> Hiril,"Autumn, Daring, Dove, Hiril, Quiet, Sky, Thundering"
Middle Earth --> f --> Man --> Hundar,"Benevolent, Dancing, Flame, Hundar, Lionheart, The"
Middle Earth --> f --> Man --> Inzilbêth,"Dreamer, Echo, Falling, Feathered, Gallant, Inzilbeth, Night, Passionate, Starry"
Middle Earth --> f --> Man --> Isilmë,"Deer, Imposing, Isilme, Just, Luminous, Ornate, Running, The"
Middle Earth --> f --> Man --> Ivorwen,"Compassionate, Ivorwen, Thunderbird"
Middle Earth --> f --> Man --> Lindissë,"Conscientious, Lindisse, Zealous"
Middle Earth --> f --> Man --> Lindórië,"Audacious, Lindorie, Rock, Strong"
Middle Earth --> f --> Man --> Lothíriel,"Eagle, Empowered, Feather, Lionheart, Lothiriel, Mesa, Sacred, The"
Middle Earth --> f --> Man --> Mairen,"Benevolent, Echo, Fair, Formidable, Gracious, Hawk, Legendary, Mairen, Silent, Sky, Soaring, The, Thundering"
Middle Earth --> f --> Man --> Morwen,"Autumn, Chivalrous, Current, Flame, Moon, Morwen, Silent, Steelsheen, Swift"
Middle Earth --> f --> Man --> Nessanië,"Hawk, Nessanie, Resplendent, Soaring"
Middle Earth --> f --> Man --> Niënor,"Hawk, Nienor, Noble, Soaring"
Middle Earth --> f --> Man --> Núneth,"Brilliant, Fair, Magnanimous, Nuneth, The"
Middle Earth --> f --> Man --> Rían,"Autumn, Compassionate, Courageous, Dancing, Flame, Majestic, Rian"
Middle Earth --> f --> Man --> Silmariën,"Silmarien, Wise"
Middle Earth --> f --> Man --> Tar-Ancalimë,"Current, Mountain, Resplendent, Spirit, Swift, Tar-Ancalime"
Middle Earth --> f --> Man --> Tar-Míriel,"Dreamer, Feathered, Sagacious, Tar-Miriel, Terrible, Zealous"
Middle Earth --> f --> Man --> Tar-Telperiën,"Noble, Tar-Telperien"
Middle Earth --> f --> Man --> Tar-Vanimeldë,"Breeze, Current, Gentle, Intrepid, Pine, Running, Swift, Tar-Vanimelde, Whispering, Wolf"
Middle Earth --> f --> Man --> Tindómiel,"Dreamer, Feathered, Tindomiel, Wise"
Middle Earth --> f --> Man --> Vardilmë,"Audacious, Brook, Indomitable, Just, Laughing, Running, The, Thunder, Vardilme"
Middle Earth --> f --> Man --> Vidumavi,"Great, Heroic, Night, Starry, The, Unyielding, Vidumavi, Whispering, Wind"
Middle Earth --> f --> Man --> Yávien,"The, Unyielding, Yavien"
Middle Earth --> f --> Man --> Zamîn,"Audacious, Conqueror, Terrible, The, Zamin"
Middle Earth --> f --> Man --> Zimrahin,"Defiant, Zimrahin"
Middle Earth --> f --> Man --> Éowyn,"Dauntless, Eowyn"
Middle Earth --> f --> Man --> Írildë,"Irilde, Poetic"
Middle Earth --> f --> Vala,"Audacious, Autumn, Compassionate, Conqueror, Dawn, Deer, Defiant, Echo, Empowered, Este, Falling, Fearless, Flame, Gentle, Ingenious, Lark, Leaves, Lionheart, Mighty, Nessa, Nienna, Noble, Peaceful, Quiet, Rain, Running, Saint, Serene, Serenity, Singing, Spirit, Storm, The, Unyielding, Vana, Varda, Whisper, Yavanna"
Middle Earth --> f --> Vala --> Estë,"Defiant, Empowered, Este, Gentle, Quiet, Rain, Spirit, Storm"
Middle Earth --> f --> Vala --> Nessa,"Autumn, Compassionate, Conqueror, Deer, Leaves, Nessa, Running, The"
Middle Earth --> f --> Vala --> Nienna,"Nienna, Noble, Quiet, Serene, Serenity, The, Whisper"
Middle Earth --> f --> Vala --> Varda,"Audacious, Dawn, Fearless, Lark, Peaceful, Singing, The, Unyielding, Varda"
Middle Earth --> f --> Vala --> Vána,"Echo, Falling, Ingenious, Lionheart, Mighty, Saint, The, Vana"
Middle Earth --> f --> Vala --> Yavanna,"Autumn, Flame, Lark, Singing, Yavanna"
Middle Earth --> f --> spider,"Bear, Empowered, Gentle, Mesa, Running, Sacred, Shelob, The"
Middle Earth --> f --> spider --> Shelob,"Bear, Empowered, Gentle, Mesa, Running, Sacred, Shelob, The"
Middle Earth --> f --> unknown,"Fire, Goldberry, Mighty, Rising, Serene, Valley"
Middle Earth --> f --> unknown --> Goldberry,"Fire, Goldberry, Mighty, Rising, Serene, Valley"
Middle Earth --> f --> vampire,"Benevolent, Brilliant, Moonlight, Passionate, Shadow, Thuringwethil"
Middle Earth --> f --> vampire --> Thuringwethil,"Benevolent, Brilliant, Moonlight, Passionate, Shadow, Thuringwethil"
